Timestamp,How long has it been since your last visit to USS?,Are you Singaporean/PR or Foreigner?,Which age group do you belong to?,Did you visit the theme park with other people?,Choose the top 3 amenities / attractions that are most important to you when you visit the theme park.,Does anyone in your group require special needs access (e.g. wheelchair access)?,Do you accompany children (aged 12 and below) and elders (aged 60 and above) to the theme park?,Does anyone in your group require special needs access (e.g. wheelchair access)?,Do you accompany children (aged 12 and below) to the theme park?,Rank the following theme park zones based on the order in which you visited them. [New York],Rank the following theme park zones based on the order in which you visited them. [Hollywood],Rank the following theme park zones based on the order in which you visited them. [Sci-Fi City],Rank the following theme park zones based on the order in which you visited them. [Madagascar],Rank the following theme park zones based on the order in which you visited them. [Far Far Away],Rank the following theme park zones based on the order in which you visited them. [Ancient Egypt],Rank the following theme park zones based on the order in which you visited them. [The Lost World],Roller Coaster,Water-Based Rides,Haunted House and/or Dark Elements,Simulators and/or 3D/4D experiences (e.g. Shrek),Rides with spinning elements (e.g. 360 degree swing),Child-Friendly Rides (e.g. Teacups),Which of the following rides would you like to see in USS?,Which platform did you purchase your tickets from?,Did you receive a discount for your entrance ticket?,Did you purchase an Express Pass?,What day of the week did you visit?,"Arrange the following activities in the order in which you experienced them during your visit.
A. Go to the rollercoasters
B. Go to the Water-based rides
C. Go to the F&B outlet
D. Go and shop for souvenirs
E. Go for a water/restroom break
G. Go to the child-friendly rides
H. Go to the Haunted House
I. Go to the Simulator rides
J. Sightseeing
K. Go to the Spinning rides",Do you like to buy souvenirs before leaving the theme park?,Did you buy souvenirs in your last visit?,Sitting/resting areas,Sheltered areas,Restrooms/Toilets,Water Coolers,Baby Nursing Rooms,"Special Needs Facilities (e.g. handicapped toilet, wheelchair-accessible ramp)",Did you buy any food or drinks within USS?,Which meals did you have in USS?,Are there sufficient F&B options in USS to choose from?,How accessible are F&B outlets from the various rides and amenities in USS?,"On average, how long did you queue to order food/drinks at a F&B outlet in USS?","After placing your order, how long did you wait for your order to arrive at a F&B outlet in USS?",Do you think the quality of food and drinks sold in USS is worth its price?,How much are you willing to spend on food and drinks in USS (per person in your group)?,How would you rate the cleanliness of the restrooms?,"How would you rate the overall cleanliness of the theme park (e.g. litter, odour)?",To what extent does the weather affect your experience?,How did you find your visit?,Would you visit Universal Studios again?,Could you elaborate on why you would / would not visit USS again?
2024/10/28 9:05:16 pm GMT+8,Less than 6 months,I am a foreigner,36-59,I am visiting with my partner,Water Cooler;Seating Zone;Shelter,Yes,None of the above,,,2nd,1st,3rd,7th,6th,4th,5th,1,2,3,3,1,4,Ferris Wheel;Carousel (e.g. Merry-go-round),"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,No,Weekend,J K B D E C H G I D E J,Yes,No,4,3,2,2,,,Yes,Lunch,3,2,10 to 15 minutes,15 to 20 minutes,2,$20 - $40,3,2,5,Neutral,No,
2024/10/29 1:38:14 am GMT+8,Less than 6 months,I am a foreigner,18-25,I am visiting with friend(s),Rides;Restaurants / Food Stops;Seating Zone,No,None of the above,,,2nd,1st,3rd,7th,6th,4th,5th,3,1,2,4,1,4,Ferris Wheel;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,No,Weekend,B I D E A K D C E J I H E D,Yes,Yes,5,4,3,4,,,No,,,,,,,,4,3,4,Good,Yes,
2024/10/29 1:41:30 am GMT+8,Less than 5 years,I am a Singaporean/PR,36-59,I am visiting with family,Restroom / Baby Nursing Room;Seating Zone;Shelter,Yes,I accompany children aged 12 and below;I accompany elders aged 60 and above,,,2nd,1st,3rd,7th,6th,4th,5th,1,1,2,2,1,2,Ferris Wheel;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,No,Public Holiday,J I K D E G H D C E J D,Yes,No,2,3,3,1,2,3,Yes,Lunch,2,3,20 to 25 minutes,More than 30 minutes,1,$20 - $40,3,3,5,Not great,No,
2024/10/29 1:44:42 am GMT+8,Less than 1 year,I am a foreigner,26-35,I am visiting with family,Rides;Restaurants / Food Stops;Shelter,Yes,I accompany children aged 12 and below,,,7th,1st,6th,2nd,3rd,5th,4th,4,3,1,5,3,3,Ferris Wheel;Shooting Simulators;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,Yes,Weekend,B D J G K E C H D A I D E J,Yes,Yes,4,3,3,3,3,,Yes,Lunch;Dinner,4,4,15 to 20 minutes,20 to 25 minutes,3,$20 - $40,4,4,2,Love it!,Yes,
2024/10/29 1:48:47 am GMT+8,Less than 1 month,I am a foreigner,36-59,I am visiting with family,Restaurants / Food Stops;Water Cooler;Shelter,Yes,I accompany children aged 12 and below;I accompany elders aged 60 and above,,,2nd,1st,Did not visit,3rd,4th,Did not visit,5th,1,3,1,2,1,3,Ferris Wheel;Carousel (e.g. Merry-go-round),"Travel Agency Websites (e.g. Klook, Agoda etc.)",Yes,No,Peak Weekday (School Holiday),J G D E C K I D H B D E J,No,Yes,4,3,4,3,3,4,Yes,Lunch,1,2,15 to 20 minutes,20 to 25 minutes,1,Less than $20,4,4,5,Neutral,No,
2024/10/29 1:52:20 am GMT+8,Less than 1 year,I am a foreigner,26-35,I am visiting with family,Rides;Restaurants / Food Stops;Water Cooler,No,I accompany children aged 12 and below,,,7th,1st,6th,2nd,3rd,5th,4th,4,5,1,5,3,4,Free-Fall Towers;Ferris Wheel;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,No,Peak Weekday (School Holiday),J B G D E C H K E A I D E J,Yes,Yes,2,3,4,3,4,,Yes,Lunch,2,3,10 to 15 minutes,20 to 25 minutes,2,$20 - $40,4,4,3,Good,Yes,
2024/10/29 1:55:07 am GMT+8,Less than 1 month,I am a Singaporean/PR,Below 18,I am visiting with friend(s),"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,I accompany children aged 12 and below,,,2nd,1st,3rd,Did not visit,Did not visit,4th,5th,5,5,5,5,3,1,Free-Fall Towers;Bumper Cars,Official USS Website/Ticketing counter,No,No,Peak Weekday (School Holiday),A I D E K H C E A B D J,Yes,No,2,3,4,5,5,,Yes,Lunch,2,3,15 to 20 minutes,15 to 20 minutes,1,Less than $20,4,5,3,Love it!,Yes,
2024/10/29 1:58:07 am GMT+8,Less than 6 months,I am a foreigner,26-35,I am visiting with friend(s),Rides;Restroom / Baby Nursing Room;Restaurants / Food Stops,Yes,None of the above,,,7th,1st,6th,2nd,3rd,5th,4th,3,3,1,4,2,3,Ferris Wheel;Shooting Simulators,"Resale (personal blogger, friends, family)",No,No,Public Holiday,J K B D E H C G I A D ,No,Yes,3,4,5,3,,,No,,,,,,,,4,4,3,Good,No,
2024/10/29 2:00:56 am GMT+8,Less than 1 year,I am a foreigner,26-35,I am visiting with family,Restroom / Baby Nursing Room;Seating Zone;Shelter,Yes,I accompany children aged 12 and below;I accompany elders aged 60 and above,,,2nd,1st,3rd,7th,6th,4th,5th,1,1,2,3,1,3,Ferris Wheel;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,No,Weekend,J K G D E C I D H B D,No,Yes,1,3,3,2,4,4,Yes,Lunch;Dinner,2,3,20 to 25 minutes,25 to 30 minutes,1,$20 - $40,4,3,5,Not great,No,
2024/10/29 2:12:11 pm GMT+8,Less than 1 year,I am a foreigner,60 and above,I am visiting with family,Restroom / Baby Nursing Room;Restaurants / Food Stops;Seating Zone,,,No,Yes,1st,2nd,7th,3rd,4th,6th,5th,2,3,3,2,1,5,Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,Yes,Off-peak Weekday,G E D I E J C E ,Yes,Yes,5,5,5,5,5,3,Yes,Lunch,5,5,10 to 15 minutes,10 to 15 minutes,4,$20 - $40,5,5,5,Love it!,Yes,"A good bonding place with my family, happy to see the kids enjoy themselves. "
2024/10/29 2:42:32 pm GMT+8,Less than 6 months,I am a foreigner,60 and above,I am visiting with family,"Restroom / Baby Nursing Room;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",,,No,Yes,1st,2nd,6th,3rd,4th,Did not visit,5th,2,2,3,3,2,4,Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,Yes,Off-peak Weekday,G E D A K C D E ,Yes,Yes,4,4,4,4,4,,Yes,Lunch,4,4,10 to 15 minutes,10 to 15 minutes,4,$20 - $40,4,4,4,Love it!,Yes,my grandkids had fun watching the parade and mascots. there were many kid friendly rides so that was great for us!
2024/10/29 4:29:59 pm GMT+8,Less than 6 months,I am a foreigner,36-59,I am visiting with my partner,Rides;Restaurants / Food Stops;Seating Zone,No,None of the above,,,Did not visit,Did not visit,3rd,Did not visit,Did not visit,1st,2nd,4,5,5,2,2,2,Free-Fall Towers,"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,Yes,Weekend,H A B C E B A J,No,No,5,5,5,5,,,Yes,Lunch,3,3,10 to 15 minutes,10 to 15 minutes,3,$20 - $40,5,5,1,Love it!,Yes,really enjoyed the rides
2024/10/30 2:00:56 pm GMT+8,Less than 1 month,I am a foreigner,36-59,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,I accompany children aged 12 and below,,,1st,Did not visit,2nd,6th,5th,3rd,4th,5,5,5,5,5,5,Free-Fall Towers;Ferris Wheel;Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,Yes,Off-peak Weekday,G A B C E H I K J ,Yes,Yes,5,5,5,5,,,Yes,Lunch,5,5,Less than 10 minutes,10 to 15 minutes,4,$20 - $40,5,5,2,Love it!,Yes,"Express pass allowed us to take more rides, the rides also catered to various ages."
2024/10/30 2:01:26 pm GMT+8,Less than 1 month,I am a foreigner,36-59,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,I accompany children aged 12 and below,,,1st,Did not visit,2nd,6th,5th,3rd,4th,5,5,5,5,5,5,Free-Fall Towers;Ferris Wheel;Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,Yes,Off-peak Weekday,G A B C E H I K J ,Yes,Yes,5,5,5,5,,,Yes,Lunch,5,5,Less than 10 minutes,10 to 15 minutes,4,$20 - $40,5,5,2,Love it!,Yes,"Express pass allowed us to take more rides, the rides also catered to various ages."
2024/10/30 2:09:38 pm GMT+8,Less than 1 month,I am a foreigner,36-59,I am visiting with family,"Rides;Shelter;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,I accompany children aged 12 and below,,,7th,1st,6th,2nd,3rd,5th,4th,5,5,4,4,4,5,Ferris Wheel;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,No,Off-peak Weekday,J B E G H C K D,No,Yes,5,2,5,5,,,Yes,Lunch,4,3,15 to 20 minutes,15 to 20 minutes,4,Less than $20,5,5,3,Absolutely Terrible,No,"The place was unbearably crowded and it felt like they should have a limit on how many people can enter the park. Every ride had an outrageous wait time and we only managed to get on three rides the entire day and even then, one of the rides stopped right after we boarded due to technical issues. Felt like a waste of time, money and energy. I will think again before visiting again."
2024/10/30 2:17:50 pm GMT+8,Less than 1 month,I am a foreigner,26-35,I am visiting with my partner,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,4th,Did not visit,3rd,5th,6th,2nd,1st,5,5,5,5,5,4,Free-Fall Towers;Shooting Simulators,Official USS Website/Ticketing counter,No,Yes,Off-peak Weekday,A B A C J D H I,Yes,Yes,5,5,5,5,,,Yes,Lunch,5,5,15 to 20 minutes,20 to 25 minutes,4,Less than $20,5,5,4,Good,No,"Express passes weren’t unlimited rides anymore, only use once per ride. There were limited staff outside the gate entrance before opening so line were chaotic and not clear for express pass holders with no one around to ask. There is only one way to access the other side of the park."
2024/10/30 2:25:41 pm GMT+8,Less than 6 months,I am a foreigner,36-59,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,I accompany children aged 12 and below,,,1st,7th,2nd,3rd,4th,6th,5th,5,5,5,5,5,5,Ferris Wheel;Bumper Cars;Carousel (e.g. Merry-go-round),"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,Yes,Off-peak Weekday,G I J K C E H B D,Yes,Yes,5,5,5,5,,,Yes,Lunch,5,5,Less than 10 minutes,10 to 15 minutes,4,$20 - $40,5,5,3,Good,Yes,"Booked the USS trip mostly for my 7 & 8 year old kids but was surprised how much fun it was for us adults too. We didn’t really have to use our express pass, only after lunch but would be ok without it too, just that wouldn’t have repeated so many rides. The kids loved the meet and greets and the live shows."
2024/10/30 10:01:58 pm GMT+8,Less than 6 months,I am a foreigner,36-59,I am visiting with family,"Rides;Seating Zone;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",Yes,I accompany children aged 12 and below;I accompany elders aged 60 and above,,,2nd,6th,1st,Did not visit,5th,3rd,4th,5,5,5,5,5,5,Free-Fall Towers;Ferris Wheel;Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,Yes,Off-peak Weekday,A G H B I J D,Yes,Yes,5,5,5,5,,5,No,,,,,,,,5,5,5,Good,No,not a huge number of other things to do in singapore
2024/10/30 10:06:24 pm GMT+8,Less than 6 months,I am a foreigner,36-59,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",Yes,I accompany elders aged 60 and above,,,6th,7th,1st,5th,4th,2nd,3rd,5,5,5,5,5,5,Free-Fall Towers;Shooting Simulators,Official USS Website/Ticketing counter,No,Yes,Off-peak Weekday,A H B J I C J D,Yes,Yes,5,5,5,5,,3,Yes,Lunch,5,5,Less than 10 minutes,Less than 10 minutes,4,Less than $20,5,5,2,Good,Yes,
2024/10/30 10:12:00 pm GMT+8,Less than 6 months,I am a foreigner,60 and above,I am visiting with my partner,Rides;Seating Zone;Shelter,,,Yes,No,2nd,1st,3rd,7th,6th,4th,5th,2,2,3,3,1,2,Ferris Wheel;Shooting Simulators,Official USS Website/Ticketing counter,No,No,Off-peak Weekday,J I H D C E G J,No,No,4,2,4,5,,4,Yes,Lunch,5,5,Less than 10 minutes,10 to 15 minutes,4,Less than $20,5,5,5,Love it!,No,
2024/10/31 8:16:04 pm GMT+8,Less than 6 months,I am a foreigner,36-59,I am visiting with family,Rides;Restaurants / Food Stops;Shelter,Yes,I accompany elders aged 60 and above,,,5th,7th,4th,6th,1st,3rd,2nd,5,5,5,5,5,5,Free-Fall Towers;Ferris Wheel;Bumper Cars;Shooting Simulators,Official USS Website/Ticketing counter,No,No,Off-peak Weekday,A J H I C E K,No,No,5,3,5,5,,5,Yes,Lunch,5,5,Less than 10 minutes,10 to 15 minutes,1,Less than $20,5,5,5,Love it!,Yes,
2024/10/31 8:20:50 pm GMT+8,Less than 6 months,I am a foreigner,36-59,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",Yes,I accompany elders aged 60 and above,,,1st,6th,5th,7th,4th,3rd,2nd,5,5,5,5,5,5,Free-Fall Towers;Ferris Wheel;Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,No,Off-peak Weekday,A J I H E C J K B,Yes,No,5,5,5,5,,,No,,,,,,,,5,5,2,Not great,No,Lack of communicating vital information to visitors such as about its events and attractions
2024/10/31 8:28:12 pm GMT+8,Less than 6 months,I am a foreigner,36-59,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",Yes,None of the above,,,4th,7th,3rd,6th,5th,1st,2nd,5,5,5,5,5,5,Free-Fall Towers;Ferris Wheel;Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,Yes,Off-peak Weekday,A H B I E C D J K  ,Yes,Yes,5,5,5,5,,,Yes,Lunch,5,5,Less than 10 minutes,10 to 15 minutes,3,Less than $20,5,5,3,Love it!,No,Didn't feel as gouged as I have done at the Disney parks in the US.
2024/10/31 11:57:32 pm GMT+8,Less than 1 year,I am a Singaporean/PR,18-25,I am visiting with family,Rides;Restroom / Baby Nursing Room;Restaurants / Food Stops,Yes,I accompany elders aged 60 and above,,,2nd,1st,3rd,7th,6th,4th,5th,5,2,3,5,4,3,Free-Fall Towers;Shooting Simulators,Official USS Website/Ticketing counter,No,No,Off-peak Weekday,J H I K A C E D,Yes,No,3,3,4,4,4,3,Yes,Dinner,3,3,15 to 20 minutes,10 to 15 minutes,2,$20 - $40,4,3,5,Good,Yes,
2024/11/02 7:25:49 pm GMT+8,Less than 1 year,I am a foreigner,36-59,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,I accompany children aged 12 and below,,,6th,7th,1st,5th,4th,2nd,3rd,5,5,5,5,5,5,Ferris Wheel;Shooting Simulators;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,Yes,Weekend,A J C I E B G H,Yes,No,5,5,5,1,,,Yes,Lunch,5,5,15 to 20 minutes,15 to 20 minutes,5,$40 - $60,4,5,5,Good,Yes,"Visit was good!

Only pointers is that all rides should have express queue."
2024/11/02 7:30:02 pm GMT+8,Less than 6 months,I am a foreigner,26-35,I am visiting with friend(s),"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,7th,6th,1st,5th,4th,2nd,3rd,5,5,5,5,3,1,Free-Fall Towers;Bumper Cars;Shooting Simulators,Official USS Website/Ticketing counter,No,Yes,Weekend,K I J A C E B G D,Yes,No,2,2,4,1,,,Yes,Lunch,3,4,20 to 25 minutes,20 to 25 minutes,2,$60 - $80,4,5,5,Good,Yes,Rides were fun and entertaining.
2024/11/02 7:35:34 pm GMT+8,Less than 6 months,I am a foreigner,26-35,I am visiting with my partner,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,7th,6th,1st,5th,4th,2nd,3rd,5,5,5,5,1,1,Free-Fall Towers;Shooting Simulators,Official USS Website/Ticketing counter,No,Yes,Peak Weekday (School Holiday),J A I C E B G D,Yes,No,2,1,2,1,,,Yes,Lunch,4,4,More than 30 minutes,More than 30 minutes,1,$60 - $80,3,3,5,Good,Yes,"Fantastic rides, Long queues, well organised. But need to buy express pass because of the main rides waiting time being 60-90 minutes generally."
2024/11/02 7:38:47 pm GMT+8,Less than 1 month,I am a foreigner,26-35,I am visiting with friend(s),"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,7th,6th,1st,5th,4th,2nd,3rd,5,4,5,4,1,1,Free-Fall Towers;Ferris Wheel;Carousel (e.g. Merry-go-round),"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,Yes,Public Holiday,J A I C E B G D,No,No,1,1,3,1,,,Yes,Lunch,2,4,15 to 20 minutes,15 to 20 minutes,1,$20 - $40,2,3,5,Good,Yes,"Apart from the rides, I am surprised by the plethora of character meet-and-greets, street performances, and a wide variety of dining options catering to different tastes and preferences available. There are so many things to do!"
2024/11/02 7:41:25 pm GMT+8,Less than 6 months,I am a foreigner,26-35,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,7th,6th,1st,5th,4th,2nd,3rd,5,5,4,3,2,1,Free-Fall Towers;Ferris Wheel;Bumper Cars;Shooting Simulators,Official USS Website/Ticketing counter,No,Yes,Peak Weekday (School Holiday),A J I C E B G D,Yes,No,1,3,4,1,,,Yes,Lunch,4,4,20 to 25 minutes,15 to 20 minutes,3,$40 - $60,4,4,5,Love it!,Yes,"Rides were fun and engaging, love it!"
2024/11/02 7:57:42 pm GMT+8,Less than 6 months,I am a foreigner,26-35,I am visiting with friend(s),"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,7th,6th,1st,5th,4th,2nd,3rd,5,4,4,4,2,1,Free-Fall Towers;Ferris Wheel;Bumper Cars,Official USS Website/Ticketing counter,No,Yes,Peak Weekday (School Holiday),J A I C E B G D,No,No,2,1,2,1,,,No,,,,,,,,3,4,5,Good,No,"Insufficient shelter, it rained during my visit and raincoats being sold were too expensive."
2024/11/02 8:06:30 pm GMT+8,Less than 6 months,I am a foreigner,26-35,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,7th,6th,1st,5th,4th,2nd,3rd,5,5,5,5,3,1,Free-Fall Towers;Ferris Wheel;Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,Yes,Peak Weekday (School Holiday),J A I C E B G D,No,No,3,3,4,1,,,Yes,Lunch,3,3,15 to 20 minutes,10 to 15 minutes,3,$40 - $60,3,3,5,Love it!,Yes,Rides were fun and interesting.
2024/11/02 8:10:39 pm GMT+8,Less than 1 year,I am a foreigner,26-35,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,I accompany children aged 12 and below,,,7th,6th,1st,5th,4th,2nd,3rd,5,5,5,4,3,4,Free-Fall Towers;Shooting Simulators;Carousel (e.g. Merry-go-round),"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,Yes,Off-peak Weekday,A I C J E B G D,No,No,2,2,2,1,,,Yes,Lunch,2,2,More than 30 minutes,More than 30 minutes,1,$80 - $100,4,5,5,Not great,No,Express pass is expensive and we still have to queue for 30 minutes. The theme park is also small.
2024/11/02 8:13:49 pm GMT+8,Less than 1 year,I am a foreigner,26-35,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,I accompany children aged 12 and below,,,6th,7th,1st,5th,4th,2nd,3rd,5,5,5,4,3,4,Free-Fall Towers;Ferris Wheel;Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,Yes,Weekend,A I J C E B G D,Yes,No,2,2,2,1,,,Yes,Lunch,4,5,20 to 25 minutes,15 to 20 minutes,3,$40 - $60,4,4,5,Good,Yes,I did not manage to try all the rides:(
2024/11/02 8:17:33 pm GMT+8,Less than 1 year,I am a foreigner,26-35,I am visiting with my partner,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,5th,6th,1st,7th,4th,3rd,2nd,5,5,5,5,1,1,Free-Fall Towers;Bumper Cars;Shooting Simulators,Official USS Website/Ticketing counter,No,Yes,Off-peak Weekday,I A B J E G C D,No,No,2,2,3,1,,,Yes,Lunch,5,5,15 to 20 minutes,15 to 20 minutes,1,$20 - $40,4,4,5,Love it!,Yes,"Love the rides, but the queues are long"
